Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Disney Tangled,Wii,2010.0,Action,0.46,0.16,0.0,0.05,,,
Command & Conquer: Red Alert 3,PC,2008.0,Strategy,0.01,0.64,0.0,0.02,,,
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006.0,Misc,0.0,0.0,0.66,0.0,,,
Pro Pinball: Big Race USA,PS,1999.0,Simulation,0.37,0.25,0.0,0.04,69.0,tbd,E
NFL Street,XB,2004.0,Sports,0.49,0.15,0.0,0.02,81.0,8.8,E
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007.0,Role-Playing,0.22,0.01,0.42,0.02,77.0,7.2,E10+
Bakugan: Battle Brawlers,Wii,2009.0,Action,0.59,0.03,0.0,0.05,62.0,7.2,E
Blazing Angels: Squadrons of WWII,PS3,2006.0,Simulation,0.35,0.22,0.0,0.1,67.0,6.9,T
WWE SmackDown vs. RAW 2007,PSP,2006.0,Fighting,0.33,0.2,0.0,0.14,78.0,8.1,T
Skylanders: Trap Team,PS3,2014.0,Action,0.26,0.3,0.0,0.11,,7,E10+
F1 2015,PS4,2015.0,Racing,0.09,0.45,0.03,0.1,65.0,6.3,E
Tony Hawk's Proving Ground,PS2,2007.0,Sports,0.55,0.02,0.0,0.09,65.0,6.6,T
The Darkness,PS3,2007.0,Shooter,0.2,0.33,0.0,0.13,80.0,7.7,M
Country Dance,Wii,2011.0,Misc,0.58,0.04,0.0,0.05,,tbd,E10+
MLB 2004,PS2,2003.0,Sports,0.32,0.25,0.0,0.08,61.0,7.9,E
Naruto Shippuden: Ultimate Ninja 4,PS2,2007.0,Fighting,0.26,0.01,0.13,0.26,,,
The Sims 3: High-End Loft Stuff,PC,2010.0,Simulation,0.01,0.54,0.0,0.11,,6.5,T
Tiger Woods PGA Tour 2000,PS,1998.0,Sports,0.37,0.25,0.0,0.04,,,
Darkstone,PS,2001.0,Role-Playing,0.37,0.25,0.0,0.04,58.0,8.3,T
NCAA March Madness 2003,PS2,2002.0,Sports,0.32,0.25,0.0,0.08,74.0,8,E
Diablo III,XOne,2014.0,Role-Playing,0.36,0.24,0.0,0.06,,,
Finding Nemo,XB,2003.0,Action,0.48,0.16,0.0,0.02,63.0,tbd,E
Thrillville,PS2,2006.0,Strategy,0.55,0.02,0.0,0.09,69.0,2.9,E10+
Lalaloopsy,DS,2011.0,Simulation,0.51,0.1,0.0,0.06,,tbd,E
Jikkyou World Soccer 2000 Final Edition,PS2,2000.0,Sports,0.0,0.0,0.66,0.0,,,
Madagascar,GC,2005.0,Platform,0.52,0.13,0.0,0.02,70.0,tbd,E10+
Castlevania: Lords of Shadow,X360,2010.0,Action,0.42,0.17,0.01,0.05,83.0,7.8,M
Hidden Objects: Mystery Stories,DS,2009.0,Adventure,0.18,0.43,0.0,0.05,,,
NHL 10,X360,2009.0,Sports,0.51,0.1,0.0,0.06,88.0,8.4,E10+
100 Classic Books,DS,2008.0,Misc,0.12,0.52,0.0,0.02,70.0,6,
Puzzler Brain Games,Wii,2012.0,Puzzle,0.0,0.0,0.66,0.0,,,
TV Show King Party,Wii,2008.0,Puzzle,0.18,0.4,0.0,0.08,,tbd,T
Dragon Quest Monsters: Caravan Heart,GBA,2003.0,Role-Playing,0.0,0.0,0.64,0.02,,,
Strawberry Shortcake: Summertime Adventure,GBA,2004.0,Adventure,0.47,0.18,0.0,0.01,,tbd,E
Street Fighter Anniversary Collection,PS2,2004.0,Fighting,0.32,0.25,0.0,0.08,78.0,8.7,T
Legend of Legaia,PS,1998.0,Role-Playing,0.37,0.25,0.0,0.04,,,
NHL 13,X360,2012.0,Sports,0.51,0.1,0.0,0.05,83.0,6.6,E10+
Napoleon: Total War,PC,2010.0,Strategy,0.02,0.53,0.0,0.12,81.0,7.9,T
Metro: Last Light,PS4,2014.0,Action,0.22,0.3,0.04,0.1,,,
Madden NFL 10,PSP,2009.0,Sports,0.5,0.08,0.0,0.08,,7.8,E
Rayman Legends,WiiU,2013.0,Platform,0.25,0.33,0.03,0.05,92.0,8.7,E10+
The Sims: Bustin' Out,GC,2003.0,Simulation,0.43,0.2,0.0,0.03,81.0,9,T
BioShock Infinite,PC,2013.0,Shooter,0.29,0.3,0.0,0.07,94.0,8.5,M
Keystone Kapers,2600,1982.0,Action,0.62,0.04,0.0,0.01,,,
Ratatouille,PSP,2007.0,Action,0.22,0.27,0.0,0.16,64.0,7.1,E
Lollipop Chainsaw,PS3,2012.0,Action,0.27,0.2,0.11,0.08,67.0,7.1,M
Tom Clancy's EndWar,PS3,2008.0,Strategy,0.33,0.22,0.01,0.1,76.0,6.6,T
Shrek: Hassle at the Castle,GBA,2002.0,Action,0.47,0.17,0.0,0.01,71.0,7.4,E
Suikoden IV,PS2,2004.0,Role-Playing,0.17,0.13,0.3,0.05,63.0,7.3,T
Gods Eater Burst,PSP,2010.0,Action,0.03,0.0,0.62,0.0,71.0,7.9,T
Fist of the North Star: Ken's Rage,PS3,2010.0,Action,0.06,0.03,0.55,0.01,60.0,6.9,M
Plants vs. Zombies: Garden Warfare,PS3,2014.0,Shooter,0.22,0.32,0.01,0.11,,7.8,E10+
Disney's Kim Possible 2: Drakken's Demise,GBA,2004.0,Platform,0.47,0.17,0.0,0.01,77.0,tbd,E
One Piece: Pirate Warriors 2,PS3,2013.0,Action,0.0,0.19,0.42,0.05,71.0,7.8,T
Um Jammer Lammy,PS,1998.0,Misc,0.12,0.08,0.41,0.04,,,
Brothers In Arms: Road to Hill 30,XB,2005.0,Shooter,0.49,0.14,0.0,0.02,88.0,8,M
LEGO Harry Potter: Years 5-7,DS,,Action,0.34,0.25,0.0,0.07,69.0,tbd,E10+
Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007.0,Misc,0.0,0.0,0.66,0.0,,,
Animaniacs Ten Pin Alley,PS,1998.0,Sports,0.36,0.25,0.0,0.04,,,
LEGO Jurassic World,XOne,2015.0,Action,0.38,0.22,0.0,0.06,70.0,6.7,E10+
Kung Fu Panda,PS2,2008.0,Action,0.24,0.0,0.0,0.41,73.0,8.6,E10+
Freedom Wars,PSV,2014.0,Role-Playing,0.15,0.1,0.32,0.08,73.0,8.3,T
Rocksmith 2014,PC,2013.0,Misc,0.36,0.24,0.0,0.06,,,
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010.0,Adventure,0.39,0.21,0.0,0.06,,,
Ratchet & Clank: Into the Nexus,PS3,2013.0,Shooter,0.3,0.25,0.0,0.1,,,
Shaun White Snowboarding,PS3,2008.0,Sports,0.31,0.23,0.01,0.1,63.0,6.3,T
Radiata Stories,PS2,2005.0,Role-Playing,0.18,0.14,0.29,0.05,74.0,9,T
The Biggest Loser: Challenge,Wii,2010.0,Sports,0.48,0.12,0.0,0.05,,tbd,E
Peppa Pig: Fun and Games,DS,2010.0,Misc,0.0,0.57,0.0,0.09,,,
F-Zero GX,GC,2003.0,Racing,0.41,0.11,0.12,0.02,89.0,8.5,T
Disney's Chicken Little,PS2,2005.0,Platform,0.32,0.25,0.0,0.08,60.0,8.9,E10+
Scene It? Box Office Smash,X360,2008.0,Misc,0.33,0.25,0.0,0.07,76.0,7.4,T
Yoshi Topsy-Turvy,GBA,2004.0,Platform,0.25,0.09,0.3,0.01,60.0,6.6,E
Monster Jam: Maximum Destruction,PS2,2002.0,Racing,0.32,0.25,0.0,0.08,47.0,6,T
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005.0,Misc,0.47,0.17,0.0,0.01,,,
Tiger Woods PGA Tour 09,PS3,2008.0,Sports,0.34,0.22,0.0,0.1,82.0,7.2,E
World of Dragon Warrior - Torneko: The Last Hope,PS,1999.0,Role-Playing,0.02,0.01,0.58,0.04,,,
Mortal Kombat,PSV,2012.0,Fighting,0.42,0.13,0.0,0.1,85.0,7.8,M
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007.0,Action,0.23,0.26,0.0,0.16,,,
Tiger Woods PGA Tour 09,X360,2008.0,Sports,0.35,0.23,0.0,0.07,84.0,7.8,E
Advance Wars 2: Black Hole Rising,GBA,2003.0,Strategy,0.47,0.17,0.0,0.01,89.0,9.4,E
Wario: Master of Disguise,DS,2007.0,Platform,0.28,0.02,0.33,0.03,60.0,7.4,E10+
Centipede,PS,1998.0,Shooter,0.36,0.25,0.0,0.04,,,
The Last Story,Wii,2011.0,Role-Playing,0.3,0.13,0.18,0.04,80.0,8.4,T
Drakengard,PS2,2003.0,Role-Playing,0.19,0.15,0.26,0.05,63.0,9.1,M
SingStar Pop Hits,PS2,2007.0,Misc,0.0,0.5,0.0,0.15,,,
Kung-Fu Master,2600,1987.0,Action,0.6,0.04,0.0,0.01,,,
Champions: Return to Arms,PS2,2005.0,Role-Playing,0.32,0.25,0.0,0.08,77.0,8.8,T
Harry Potter and the Goblet of Fire,PS2,2005.0,Action,0.54,0.02,0.0,0.09,68.0,6.7,E10+
Toy Story 3: The Video Game,PSP,2010.0,Action,0.27,0.24,0.0,0.14,,,
SingStar R&B,PS2,2007.0,Misc,0.0,0.05,0.0,0.6,,,
Mary-Kate and Ashley: Magical Mystery Mall,PS,2000.0,Adventure,0.36,0.24,0.0,0.04,,,
MX vs. ATV Untamed,PSP,2007.0,Racing,0.35,0.18,0.0,0.12,59.0,tbd,E
Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014.0,Action,0.37,0.22,0.0,0.06,,,
Tiger Woods PGA Tour 10,X360,2009.0,Sports,0.39,0.2,0.0,0.06,80.0,6.9,E
007: Quantum of Solace,Wii,2008.0,Action,0.29,0.28,0.01,0.07,54.0,7.5,T
Super Robot Taisen Impact,PS2,2002.0,Strategy,0.0,0.0,0.65,0.0,,,
Wall-E,PSP,2008.0,Platform,0.29,0.22,0.0,0.14,64.0,tbd,E
Farming Simulator 17,PC,2016.0,Simulation,0.03,0.58,0.0,0.04,64.0,8,E
Crafting Mama,DS,2010.0,Simulation,0.39,0.19,0.01,0.05,,tbd,E
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008.0,Misc,0.0,0.0,0.65,0.0,,,
God of War III,PS4,2015.0,Action,0.24,0.29,0.01,0.1,,,
Borderlands 2,PSV,2014.0,Shooter,0.32,0.16,0.01,0.15,64.0,7.6,M
Harry Potter and the Half-Blood Prince,PS2,2009.0,Action,0.13,0.07,0.0,0.44,,8.3,E10+
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004.0,Platform,0.46,0.17,0.0,0.01,67.0,6.6,E
Assassin's Creed IV: Black Flag,PC,2013.0,Action,0.22,0.38,0.0,0.05,84.0,7.7,M
Need For Speed: Undercover,Wii,2008.0,Racing,0.27,0.31,0.0,0.07,54.0,6.2,T
Spyro: A Hero's Tail,PS2,2004.0,Platform,0.32,0.25,0.0,0.08,60.0,8,E
Crash: Twinsanity,PS2,2004.0,Platform,0.32,0.25,0.0,0.08,64.0,8,E
The LEGO Movie Videogame,WiiU,2014.0,Action,0.33,0.23,0.03,0.05,68.0,7.7,E10+
Max Payne 2: The Fall of Max Payne,XB,2003.0,Shooter,0.47,0.15,0.0,0.02,84.0,8.4,M
Metal Gear Solid V: The Phantom Pain,PS3,2015.0,Action,0.22,0.13,0.22,0.07,,7.2,M
Drawn to Life: The Next Chapter,DS,2009.0,Puzzle,0.44,0.14,0.0,0.06,72.0,7.7,E
GoldenEye: Rogue Agent,PS2,2004.0,Shooter,0.54,0.02,0.0,0.09,60.0,7,T
WWE 2K15,X360,2014.0,Sports,0.38,0.2,0.0,0.06,50.0,4,T
Paws & Claws: Pet Vet,DS,2007.0,Simulation,0.59,0.0,0.0,0.05,,,
Star Ocean: First Departure,PSP,2007.0,Role-Playing,0.2,0.13,0.22,0.09,74.0,7.4,T
James Bond 007: Everything or Nothing,XB,2004.0,Shooter,0.43,0.19,0.0,0.02,83.0,7.4,T
X2: Wolverine's Revenge,PS2,2003.0,Platform,0.31,0.24,0.0,0.08,58.0,7.2,T
NBA Live 06,XB,2005.0,Sports,0.57,0.04,0.0,0.03,79.0,6.4,E
Tom Clancy's Rainbow Six,N64,1999.0,Shooter,0.48,0.15,0.0,0.01,,,
Castlevania,N64,1999.0,Platform,0.44,0.1,0.04,0.05,,,
Rayman 2: The Great Escape,N64,1999.0,Platform,0.4,0.22,0.0,0.02,,,
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,0.46,0.17,0.0,0.01,,,
Rayman 3D,3DS,2011.0,Platform,0.23,0.35,0.0,0.06,61.0,6.6,E
Football Manager 2014,PC,2013.0,Sports,0.0,0.6,0.0,0.03,85.0,5.5,E
New Play Control! Pikmin,Wii,2008.0,Strategy,0.28,0.12,0.19,0.04,,,
TimeSplitters 2,XB,2002.0,Shooter,0.29,0.33,0.0,0.01,88.0,7.7,T
Onimusha: Dawn of Dreams,PS2,2006.0,Action,0.15,0.12,0.34,0.04,81.0,8.9,M
Sengoku Basara: Samurai Heroes,PS3,2010.0,Action,0.17,0.04,0.4,0.02,61.0,7.9,T
Stuntman: Ignition,X360,2007.0,Racing,0.25,0.31,0.0,0.07,75.0,7.3,T
Real Heroes: Firefighter,Wii,2009.0,Action,0.56,0.04,0.0,0.05,67.0,8.2,E10+
Dishonored 2,PS4,2016.0,Action,0.22,0.32,0.0,0.1,88.0,7.7,M
Up,DS,2009.0,Action,0.3,0.27,0.0,0.07,,tbd,E
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,0.46,0.17,0.0,0.01,,,
Konami Collector's Series: Arcade Advanced,GBA,2002.0,Misc,0.46,0.17,0.0,0.01,78.0,tbd,E
The Crew,XOne,2014.0,Racing,0.25,0.34,0.0,0.05,64.0,5.9,T
Dragon Ball: Raging Blast 2,X360,2010.0,Fighting,0.49,0.09,0.01,0.05,57.0,7.4,T
Jampack Volume 13 (RP-T),PS2,2005.0,Misc,0.31,0.24,0.0,0.08,,,
Madden NFL 2001,N64,2000.0,Sports,0.6,0.03,0.0,0.01,,,
Cruis'n World,N64,1998.0,Racing,0.59,0.04,0.0,0.01,,,
NHL 13,PS3,2012.0,Sports,0.33,0.21,0.0,0.09,84.0,6.8,E10+
Dead or Alive 5,PS3,2012.0,Fighting,0.23,0.14,0.2,0.07,74.0,7.7,M
Evolve,XOne,2015.0,Shooter,0.37,0.2,0.0,0.06,74.0,5.1,M
Lemony Snicket's A Series of Unfortunate Events,PS2,2004.0,Platform,0.31,0.24,0.0,0.08,63.0,5.7,E
Lost Planet: Extreme Condition,PS3,2008.0,Shooter,0.31,0.17,0.07,0.08,67.0,7,T
X-Men Legends II: Rise of Apocalypse,PS2,2005.0,Role-Playing,0.53,0.02,0.0,0.09,82.0,7.3,T
Nightmare Creatures,PS,1997.0,Action,0.35,0.24,0.0,0.04,,,
LittleBigPlanet 3,PS3,2014.0,Platform,0.2,0.33,0.01,0.1,,7.2,E
SingStar Queen,PS2,2009.0,Misc,0.08,0.12,0.0,0.44,73.0,tbd,T
LEGO Star Wars II: The Original Trilogy,X360,2006.0,Action,0.55,0.03,0.0,0.05,81.0,8,E10+
Disney Sing It: Party Hits,Wii,2010.0,Misc,0.48,0.1,0.0,0.04,,tbd,E
Dragon Quest Monsters Joker 3,3DS,2016.0,Role-Playing,0.0,0.0,0.63,0.0,,,
Rock Band 3,Wii,2010.0,Misc,0.53,0.06,0.0,0.04,91.0,6.9,T
Dragon Age II,PC,2011.0,Action,0.23,0.33,0.0,0.08,82.0,4.5,M
Tony Hawk's Pro Skater 2x,XB,2001.0,Sports,0.41,0.19,0.0,0.03,78.0,8.8,T
NBA Live 08,PS3,2007.0,Sports,0.56,0.02,0.01,0.05,73.0,6.8,E
Sim Theme Park,PS,1999.0,Strategy,0.35,0.24,0.0,0.04,,,
FIFA Soccer 2003,XB,2002.0,Sports,0.2,0.4,0.0,0.04,88.0,7.7,E
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012.0,Misc,0.0,0.0,0.63,0.0,,,
The Lord of the Rings: Conquest,X360,2009.0,Action,0.37,0.2,0.0,0.06,55.0,7,T
Far Cry 4,PC,2014.0,Shooter,0.15,0.44,0.0,0.04,80.0,6.7,M
Monster Hunter 2,PS2,,Role-Playing,0.0,0.0,0.63,0.0,,,
NASCAR 06: Total Team Control,PS2,2005.0,Racing,0.53,0.02,0.0,0.09,78.0,7.7,E
Dogz,GBA,2004.0,Simulation,0.45,0.17,0.0,0.01,,,
A Bug's Life,N64,1998.0,Platform,0.49,0.13,0.0,0.01,,,
Super Castlevania IV,SNES,1991.0,Platform,0.32,0.05,0.25,0.01,,,
Iron Man,PSP,2008.0,Action,0.46,0.09,0.0,0.09,44.0,6.5,T
White Knight Chronicles II,PS3,2010.0,Role-Playing,0.23,0.09,0.27,0.04,60.0,7.1,T
Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003.0,Fighting,0.0,0.0,0.63,0.0,,,
Juiced 2: Hot Import Nights,X360,2007.0,Racing,0.22,0.34,0.0,0.07,68.0,7.6,T
Wolfenstein,PS3,2009.0,Shooter,0.25,0.27,0.0,0.11,71.0,7.4,M
The Walking Dead: Survival Instinct,X360,2013.0,Shooter,0.46,0.11,0.0,0.05,32.0,4,M
The Sims 3: Generations,PC,2011.0,Simulation,0.4,0.23,0.0,0.0,70.0,3.6,T
Ape Escape 2,PS2,2002.0,Platform,0.12,0.09,0.38,0.03,82.0,8.4,E
Rocksmith 2014,PS4,2014.0,Misc,0.35,0.17,0.0,0.11,,,
X-Man,2600,1982.0,Action,0.58,0.04,0.0,0.01,,,
Sega Rally Revo,PS3,2007.0,Racing,0.07,0.42,0.0,0.14,75.0,7,E
Shin Megami Tensei: Persona 3 FES,PS2,2007.0,Role-Playing,0.22,0.2,0.16,0.05,89.0,8.3,M
FIFA Soccer 2002,PS2,2001.0,Sports,0.31,0.24,0.0,0.08,82.0,5.8,E
Angry Birds Trilogy,3DS,2012.0,Action,0.38,0.2,0.0,0.05,62.0,4.6,E
Final Fantasy VII International,PS,1997.0,Role-Playing,0.0,0.0,0.59,0.04,,,
Condemned 2: Bloodshot,X360,2008.0,Action,0.38,0.19,0.0,0.06,80.0,8.4,M
Okami,PS2,2006.0,Action,0.11,0.03,0.15,0.34,93.0,9.3,T
Shin Megami Tensei: Persona 3 Portable,PSP,2009.0,Role-Playing,0.18,0.06,0.34,0.05,89.0,8.3,M
Crash of the Titans,PSP,2007.0,Action,0.25,0.24,0.0,0.14,,7.1,E10+
NHL 2001,PS,2000.0,Sports,0.35,0.24,0.0,0.04,88.0,7.7,E
Crysis 3,PC,2013.0,Shooter,0.17,0.39,0.0,0.07,76.0,6.5,M
Buzz Lightyear of Star Command,PS,2000.0,Platform,0.35,0.24,0.0,0.04,54.0,5.3,E
NHL 16,PS4,2015.0,Sports,0.36,0.16,0.0,0.11,78.0,5.5,E10+
Namco Museum,GC,2002.0,Misc,0.48,0.13,0.0,0.02,62.0,tbd,E
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009.0,Shooter,0.34,0.23,0.0,0.06,,,
Cabela's Big Game Hunter (2008),Wii,2007.0,Sports,0.58,0.0,0.0,0.05,,tbd,T
Tony Hawk's Project 8,PS3,2006.0,Sports,0.3,0.22,0.01,0.1,76.0,7.2,T
Ghostbusters: The Video Game,X360,2009.0,Action,0.43,0.14,0.0,0.06,79.0,8.5,T
XCOM: Enemy Unknown,X360,2012.0,Strategy,0.36,0.21,0.0,0.05,90.0,8.3,M
Nobunaga no Yabou: Haouden,SNES,1993.0,Strategy,0.3,0.0,0.32,0.0,,,
Virtua Cop,SAT,1995.0,Shooter,0.0,0.0,0.62,0.0,,,
Metal Gear Solid 2: Substance,XB,,Action,0.38,0.22,0.0,0.03,87.0,8.5,M
Tony Hawk's American Wasteland,XB,2005.0,Sports,0.4,0.2,0.0,0.03,77.0,7.7,T
WWF in Your House,PS,1996.0,Fighting,0.35,0.24,0.0,0.04,,,
Wild ARMs 3,PS2,2002.0,Role-Playing,0.16,0.13,0.29,0.04,78.0,8.4,T
NBA ShootOut '97,PS,1997.0,Sports,0.35,0.24,0.0,0.04,,,
Family Feud: 2010 Edition,Wii,2009.0,Misc,0.58,0.0,0.0,0.04,,tbd,E
Madden NFL 07,GC,2006.0,Sports,0.48,0.13,0.0,0.02,82.0,9.2,E
LEGO Jurassic World,3DS,2015.0,Action,0.31,0.23,0.03,0.05,,7.2,E10+
Battlezone,2600,1982.0,Shooter,0.58,0.03,0.0,0.01,,,
Tiger Woods PGA Tour 2004,XB,2003.0,Sports,0.47,0.13,0.0,0.02,89.0,8.2,E
Test Drive Unlimited 2,PS3,,Racing,0.16,0.34,0.01,0.12,70.0,6.1,T
Tak 2: The Staff of Dreams,PS2,2004.0,Platform,0.3,0.24,0.0,0.08,71.0,8,E
Just Dance 3,PS3,2011.0,Misc,0.33,0.2,0.0,0.09,75.0,6,E10+
LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action,0.29,0.27,0.0,0.06,71.0,7.3,E10+
Donkey Kong Barrel Blast,Wii,2007.0,Racing,0.19,0.26,0.11,0.06,46.0,6.8,E
The Princess and the Frog,DS,2009.0,Platform,0.41,0.16,0.0,0.05,,tbd,E
Disney Infinity 2.0: Marvel Super Heroes,PS4,2014.0,Action,0.27,0.25,0.0,0.1,,,
Viewtiful Joe,GC,2003.0,Action,0.38,0.1,0.12,0.02,93.0,8.3,T
The Urbz: Sims in the City,GBA,2004.0,Simulation,0.37,0.22,0.0,0.03,72.0,9.2,E
Beetle Adventure Racing!,N64,1999.0,Racing,0.4,0.2,0.0,0.02,,,
Guitar Hero: Metallica,PS3,2009.0,Misc,0.28,0.24,0.0,0.1,86.0,8,T
Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000.0,Platform,0.34,0.23,0.0,0.04,,tbd,E
Strike Force Bowling,PS2,2004.0,Sports,0.3,0.24,0.0,0.08,48.0,6.8,E
Halloween,2600,1982.0,Action,0.58,0.03,0.0,0.01,,,
Red Steel 2,Wii,2010.0,Shooter,0.35,0.2,0.01,0.06,80.0,8.6,T
Bass Landing,PS,1999.0,Sports,0.21,0.14,0.23,0.04,,,
XGRA: Extreme G-Racing Association,PS2,2004.0,Racing,0.3,0.24,0.0,0.08,68.0,8.6,T
Mafia III,XOne,2016.0,Action,0.28,0.29,0.0,0.05,67.0,4.6,M
Bolt,DS,2008.0,Adventure,0.35,0.21,0.0,0.06,,,
Mario's Picross,GB,1995.0,Puzzle,0.0,0.0,0.62,0.0,,,
Pac-Man Player's Choice Bundle,GC,2003.0,Misc,0.48,0.12,0.0,0.02,,,
Fighters MEGAMiX,SAT,1996.0,Fighting,0.0,0.0,0.62,0.0,,,
Bahamut Lagoon,SNES,1996.0,Role-Playing,0.0,0.0,0.62,0.0,,,
Prince of Persia: The Forgotten Sands,X360,2010.0,Action,0.3,0.26,0.0,0.06,74.0,7.8,T
Warriors Orochi 3,PS3,2011.0,Action,0.0,0.04,0.57,0.01,70.0,7.9,T
Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,0.59,0.03,0.0,0.0,,8.2,T
DJ Hero 2,Wii,2010.0,Misc,0.48,0.09,0.0,0.04,88.0,7.5,T
Toshochu: Run for Money,3DS,2012.0,Adventure,0.0,0.0,0.62,0.0,,,
Dragon Quest Monsters: Joker 2 Professional,DS,2011.0,Role-Playing,0.0,0.0,0.62,0.0,,,
NFL Quarterback Club 99,N64,1998.0,Sports,0.59,0.02,0.0,0.0,,,
Super Robot Taisen α Gaiden,PS,2001.0,Strategy,0.0,0.0,0.58,0.04,,,
Tiger Woods PGA Tour 12: The Masters,X360,2011.0,Sports,0.4,0.16,0.0,0.05,80.0,6.1,E
Battle of Giants: Dragons,DS,2009.0,Strategy,0.3,0.25,0.0,0.06,,6,E10+
Wall-E,X360,2008.0,Platform,0.29,0.26,0.0,0.07,50.0,6.3,E
Start the Party!,PS3,2010.0,Misc,0.07,0.41,0.0,0.13,,,
Formula 1: Championship Edition,PS3,2006.0,Racing,0.0,0.57,0.04,0.0,,,
Harry Potter and the Half-Blood Prince,DS,2009.0,Action,0.2,0.34,0.0,0.07,48.0,4.3,E
NieR,PS3,2010.0,Role-Playing,0.17,0.18,0.2,0.07,68.0,8.4,M
2014 FIFA World Cup Brazil,PS3,2014.0,Sports,0.15,0.36,0.01,0.09,73.0,4.3,E
Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007.0,Adventure,0.3,0.03,0.25,0.03,,,
NBA 2K9,PS3,2008.0,Sports,0.56,0.0,0.0,0.05,82.0,7,E
SpongeBob's Atlantis SquarePantis,Wii,2007.0,Action,0.56,0.0,0.0,0.04,,5.5,E
SingStar Singalong With Disney,PS2,2008.0,Misc,0.0,0.04,0.0,0.57,,,
NFL Fever 2003,XB,2002.0,Sports,0.46,0.13,0.0,0.02,72.0,8.6,E
Samurai Warriors 2,PS2,2006.0,Action,0.02,0.02,0.57,0.01,58.0,8.8,T
Wet,PS3,2009.0,Shooter,0.22,0.27,0.01,0.11,70.0,6.4,M
Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,0.5,0.07,0.0,0.05,56.0,6,E
Scribblenauts: Unlimited,3DS,2012.0,Action,0.56,0.01,0.0,0.05,73.0,7.4,E10+
The Black Eyed Peas Experience,Wii,2011.0,Misc,0.37,0.19,0.0,0.06,,tbd,T
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005.0,Misc,0.44,0.16,0.0,0.01,,,
Fire Emblem: Shadow Dragon,DS,2008.0,Role-Playing,0.29,0.02,0.27,0.03,81.0,7,E10+
Plants vs. Zombies: Garden Warfare,PS4,2014.0,Shooter,0.21,0.29,0.01,0.1,75.0,7.6,E10+
Metroid Prime: Trilogy,Wii,2009.0,Shooter,0.42,0.05,0.0,0.14,91.0,9.3,T
Robotech: Battlecry,PS2,2002.0,Shooter,0.3,0.23,0.0,0.08,72.0,8.5,T
Dora the Explorer: Super Spies,GBA,2004.0,Platform,0.44,0.16,0.0,0.01,,8,E
Disney Universe,PS3,2011.0,Action,0.3,0.22,0.0,0.09,70.0,6.9,E10+
Advance Wars: Days of Ruin,DS,,Strategy,0.43,0.12,0.0,0.05,86.0,8.7,E10+
Jak and Daxter: The Lost Frontier,PSP,2009.0,Platform,0.18,0.27,0.0,0.15,71.0,6.3,E10+
Texas Hold 'Em Poker,GBA,2004.0,Misc,0.44,0.16,0.0,0.01,49.0,6.8,E
Time Crisis 3,PS2,2003.0,Shooter,0.3,0.23,0.0,0.08,81.0,8.1,T
WWE SmackDown vs. Raw 2010,PSP,2009.0,Fighting,0.25,0.22,0.0,0.14,,6.6,T
Vanquish,PS3,2010.0,Shooter,0.21,0.21,0.11,0.08,84.0,8.1,M
Ganbaru Watashi no Kakei Diary,DS,2007.0,Misc,0.0,0.0,0.61,0.0,,,
Tearaway,PSV,2013.0,Adventure,0.14,0.34,0.0,0.14,87.0,8.9,E
Small Soldiers,PS,1998.0,Platform,0.34,0.23,0.0,0.04,,,
Half-Life 2,XB,2005.0,Shooter,0.37,0.21,0.0,0.03,90.0,8.6,M
Duke Nukem: Total Meltdown,PS,1997.0,Shooter,0.34,0.23,0.0,0.04,,,
Tony Hawk: RIDE,X360,2009.0,Sports,0.46,0.1,0.0,0.05,46.0,3,E10+
Borderlands: The Pre-Sequel,PS3,2014.0,Shooter,0.26,0.21,0.05,0.1,77.0,6.3,M
Major League Baseball 2K8,X360,2008.0,Sports,0.56,0.0,0.0,0.05,70.0,5.9,E
Sacred 2: Fallen Angel,PS3,2009.0,Role-Playing,0.22,0.22,0.08,0.09,70.0,7.1,M
