children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-2559.01220502733,48,среднее,1,женат / замужем,0,F,сотрудник,0,281452.56765032763,операции с жильем
0,339683.43492493936,70,начальное,3,женат / замужем,0,M,пенсионер,0,237703.4119712252,покупка жилья для семьи
1,-1253.2825591332485,50,среднее,1,вдовец / вдова,2,F,сотрудник,0,251569.3844414788,покупка своего жилья
0,-1161.2793114176948,58,среднее,1,женат / замужем,0,F,сотрудник,0,273739.1343021049,покупка своего жилья
0,-1568.3865035217584,27,среднее,1,гражданский брак,1,M,сотрудник,0,138982.22589722346,автомобиль
0,-3265.2246658005547,36,среднее,1,Не женат / не замужем,4,F,сотрудник,0,347307.9867196421,операции с недвижимостью
0,-5352.0381801713265,58,ученая степень,4,женат / замужем,0,M,сотрудник,0,268411.2145355859,заняться высшим образованием
1,354397.3777464073,36,среднее,1,в разводе,3,F,пенсионер,0,115340.17514352936,операции с коммерческой недвижимостью
2,-1368.2114178127956,31,среднее,1,женат / замужем,0,F,сотрудник,0,58334.469142682676,профильное образование
1,338834.70301542804,62,среднее,1,гражданский брак,1,F,пенсионер,0,203102.79833552527,сыграть свадьбу
0,-908.175989541218,36,высшее,0,женат / замужем,0,M,сотрудник,0,168629.24764905588,заняться высшим образованием
0,-4380.430239877392,52,среднее,1,гражданский брак,1,F,сотрудник,0,139880.8325911964,на проведение свадьбы
0,396389.605378489,59,высшее,0,в разводе,3,F,пенсионер,0,153851.01787240928,на покупку своего автомобиля
0,-1871.5652745416544,57,высшее,0,вдовец / вдова,2,F,госслужащий,0,184722.7410541643,строительство недвижимости
0,398390.7753949195,55,среднее,1,женат / замужем,0,M,пенсионер,0,75418.2576885818,операции с коммерческой недвижимостью
0,-1434.28130487097,30,среднее,1,гражданский брак,1,M,сотрудник,0,144784.56063552535,операции со своей недвижимостью
1,-766.9569230044807,33,среднее,1,женат / замужем,0,F,сотрудник,0,144163.58053906437,автомобиль
0,356107.2563430075,62,среднее,1,женат / замужем,0,F,пенсионер,0,138001.5617426745,покупка коммерческой недвижимости
0,-655.3654268386601,26,высшее,0,в разводе,3,F,сотрудник,0,284416.88707353076,приобретение автомобиля
0,-212.0791810804838,41,среднее,1,женат / замужем,0,F,сотрудник,0,119948.71613569019,операции с коммерческой недвижимостью
2,-1064.8543330732762,35,среднее,1,гражданский брак,1,F,компаньон,0,163591.20932261972,свадьба
0,-3673.361929232833,34,среднее,1,женат / замужем,0,F,компаньон,0,62001.39413415812,сделка с подержанным автомобилем
0,-1415.6997184928491,59,среднее,1,женат / замужем,0,M,сотрудник,0,153869.29117570544,операции с недвижимостью
0,-5372.012454515555,47,среднее,1,женат / замужем,0,F,компаньон,0,69357.28496044531,покупка жилья для семьи
0,-2358.485102137298,61,среднее,1,в разводе,3,M,компаньон,0,189082.07000945773,покупка жилья для семьи
0,-4191.78558839086,40,среднее,1,гражданский брак,1,F,сотрудник,1,197017.03015717526,автомобиль
0,-189.80817116965733,41,высшее,0,Не женат / не замужем,4,M,сотрудник,0,51298.89212130586,жилье
0,-2129.4306663185735,43,среднее,1,женат / замужем,0,M,сотрудник,0,136161.03246225012,на покупку своего автомобиля
0,-4221.240607407191,57,среднее,1,женат / замужем,0,F,сотрудник,0,129767.27279462654,покупка жилья для сдачи
0,349442.7977675009,59,среднее,1,женат / замужем,0,F,пенсионер,0,104962.19166860354,на покупку подержанного автомобиля
0,356941.1265899729,56,среднее,1,женат / замужем,0,M,пенсионер,0,183256.2636538052,жилье
0,-722.2665255059726,27,высшее,0,гражданский брак,1,F,сотрудник,0,336752.9200854645,жилье
0,346471.0634252865,56,начальное,3,женат / замужем,0,F,пенсионер,1,114042.03452017801,получение дополнительного образования
0,396881.25707974896,61,СРЕДНЕЕ,1,женат / замужем,0,F,пенсионер,0,77679.55183954054,получение дополнительного образования
2,-5256.278437758533,37,высшее,0,женат / замужем,0,F,компаньон,0,68352.70274020589,свой автомобиль
0,-2857.676846124402,53,среднее,1,гражданский брак,1,F,компаньон,0,113790.59879769305,сыграть свадьбу
0,-1297.509978681156,27,среднее,1,Не женат / не замужем,4,M,сотрудник,0,169659.4628298629,сделка с автомобилем
0,-3349.394580597705,56,среднее,1,гражданский брак,1,M,сотрудник,0,167186.66183928814,сыграть свадьбу
0,-956.0609548438824,47,среднее,1,женат / замужем,0,M,сотрудник,0,102983.8000497592,профильное образование
